officeName,addressLine1,addressLine2,city,state,zipCode,Cancer Type
Virginia Oncology Associates,"3000 Coliseum Drive, Suite 104",,Hampton,VA,23666,Chronic Lymphocytic Leukemia,CLL 50
Virginia Oncology Associates ,"1051 Loftis Blvd., Suite 100",,Newport News,VA,23606,Chronic Lymphocytic Leukemia,CLL 50
Virginia Oncology Associates,"6251 E. Virginia Beach Blvd., Suite 200",,Norfolk,VA,23502,Chronic Lymphocytic Leukemia,CLL 50
"Oncology & Hematology Associates of Southwest Virginia, Inc., DBA Blue Ridge Cancer Care","2013 S. Jefferson St., 2nd Floor",,Roanoke,VA,24014,Chronic Lymphocytic Leukemia,CLL 50
"Oncology & Hematology Associates of Southwest Virginia, Inc., DBA Blue Ridge Cancer Care","1900 Electric Road, Suite 100",,Salem,VA,24153,Chronic Lymphocytic Leukemia,CLL 50
Virginia Oncology Associates,"1950 Glenn Mitchell Drive, Suite 102",,Virginia Beach,VA,23456,Chronic Lymphocytic Leukemia,CLL 50
"Shenandoah Oncology, P.C.",400 Campus Blvd Suite 100,,Winchester,VA,22601,Chronic Lymphocytic Leukemia,CLL 50
"Oncology & Hematology Associates of Southwest Virginia, Inc., DBA Blue Ridge Cancer Care",710 West Ridge Rd. Suite E,,Wytheville,VA,24382,Chronic Lymphocytic Leukemia,CLL 50
"Northwest Cancer Specialists, P.C.",210 SE 136th Avenue,,Vancouver,WA,98684,Chronic Lymphocytic Leukemia,CLL 50
TriStar BMT-TriStar BMT,2410 Patterson Street,Suite 500,Nashville,TN,37203,Chronic Myeloid Leukemia,CML 27
"Rocky Mountain Cancer Centers, LLP",1700 South Potomac Street,,Aurora,CO,80012,Chronic Myeloid Leukemia,CML 27
"Rocky Mountain Cancer Centers, LLP",4715 Arapahoe Ave,,Boulder,CO,80303,Chronic Myeloid Leukemia,CML 27
"Rocky Mountain Cancer Centers, LLP","2312 N. Nevada Avenue, Suite 400",,Colorado Springs,CO,80907,Chronic Myeloid Leukemia,CML 27
"Rocky Mountain Cancer Centers, LLP","6031 E. Woodmen Rd, Suite 200",,Colorado Springs,CO,80923,Chronic Myeloid Leukemia,CML 27
"Rocky Mountain Cancer Centers, LLP","1800 Williams Street, Suite 200",,Denver,CO,80218,Chronic Myeloid Leukemia,CML 27
"Rocky Mountain Cancer Centers, LLP","701 E. Hampden Ave., Suite 300",,Englewood,CO,80113,Chronic Myeloid Leukemia,CML 27
"Rocky Mountain Cancer Centers, LLP","11750 West 2nd Place, Suite 160",,Lakewood,CO,80228,Chronic Myeloid Leukemia,CML 27
"Rocky Mountain Cancer Centers, LLP",22 West Dry Creek Circle,,Littleton,CO,80120,Chronic Myeloid Leukemia,CML 27
"Rocky Mountain Cancer Centers, LLP","10107 Ridge Gate Parkway, Suite 200",,Lone Tree,CO,80124,Chronic Myeloid Leukemia,CML 27
"Rocky Mountain Cancer Centers, LLP","1760 E. Ken Pratt Boulevard, Suite 302",UCHealth Medical Office Building,Longmont,CO,80504,Chronic Myeloid Leukemia,CML 27
"Rocky Mountain Cancer Centers, LLP","525 W. 15th St., Suite 200",,Pueblo,CO,81003,Chronic Myeloid Leukemia,CML 27
"Rocky Mountain Cancer Centers, LLP",8820 Huron Street ,,Thornton,CO,80260,Chronic Myeloid Leukemia,CML 27
FCS North-Altamonte Springs,750 Orienta Avenue,,Altamonte Springs,FL,32701,Chronic Myeloid Leukemia,CML 26
FCS South-Bonita,9776 Bonita Beach Rd,Suite 201A,Bonita Springs,FL,34135,Chronic Myeloid Leukemia,CML 26
FCS South-Bradenton,3630 Manatee Avenue West,,Bradenton,FL,34205,Chronic Myeloid Leukemia,CML 26
FCS South-Lakewood Ranch,5985 Silver Falls Run,Suite 200,Bradenton,FL,34211,Chronic Myeloid Leukemia,CML 26
FCS North-Brandon,403 S. Kings Avenue,Suite 100,Brandon,FL,33511,Chronic Myeloid Leukemia,CML 26
FCS South-New Fort Myers,1030 Commerce Creek Blvd,,Cape Coral,FL,33909,Chronic Myeloid Leukemia,CML 26
FCS North-Mease,3280 McMullen Booth Road,Suite 200,Clearwater,FL,33761,Chronic Myeloid Leukemia,CML 26
FCS East-Daytona Beach,224 Memorial Medical Parkway,Suite 300,Daytona Beach,FL,32117,Chronic Myeloid Leukemia,CML 26
FCS South-Colonial,8981 Colonial Center Drive,,Fort Myers,FL,33905,Chronic Myeloid Leukemia,CML 26
FCS South-Gladiolus,8260 Gladiolus Drive,,Fort Myers,FL,33908,Chronic Myeloid Leukemia,CML 26
FCS North-Gainesville,6420 W. Newberry Road,"East Wing, Suite 100",Gainesville,FL,32605,Chronic Myeloid Leukemia,CML 26
FCS North-Highland,100 Highland Avenue,,Largo,FL,33770,Chronic Myeloid Leukemia,CML 26
FCS North-Lecanto,521 N. Lecanto Highway,,Lecanto,FL,34461,Chronic Myeloid Leukemia,CML 26
FCS South-Naples Goodlette,1100 Goodlette Road North,,Naples,FL,34102,Chronic Myeloid Leukemia,CML 26
FCS South-Naples West,681 4th Avenue North,,Naples,FL,34102,Chronic Myeloid Leukemia,CML 26
FCS North-Ocala,4945 SW 49th Place,NULL,Ocala,FL,34474,Chronic Myeloid Leukemia,CML 26
FCS North-Orange City,2824 Enterprise Road,,Orange City,FL,32763,Chronic Myeloid Leukemia,CML 26
FCS North-Orlando (Downtown),70 W. Gore Street,Suite 100,Orlando,FL,32806,Chronic Myeloid Leukemia,CML 26
FCS South-Port Charlotte,22395 Edgewater Drive,,Port Charlotte,FL,33980,Chronic Myeloid Leukemia,CML 26
FCS South-Sarasota Cattlemen,600 North Cattlemen Road,Suite 200,Sarasota,FL,34232,Chronic Myeloid Leukemia,CML 26
FCS South-Sarasota Downtown,1970 Golf Street,,Sarasota,FL,34236,Chronic Myeloid Leukemia,CML 26
FCS North-St. Anthony's,1201 Fifth Avenue,Suite 505,St. Petersburg,FL,33705,Chronic Myeloid Leukemia,CML 26
FCS East-Stuart,301 SE Ocean Blvd,Suite 102,Stuart,FL,34994,Chronic Myeloid Leukemia,CML 26
FCS North-Tampa Cancer Center,3402 W. Dr. Martin Luther King Jr. Blvd.,,Tampa,FL,33607,Chronic Myeloid Leukemia,CML 26
FCS North-Tavares,4100 Waterman Way,,Tavares,FL,32778,Chronic Myeloid Leukemia,CML 26
FCS North-Villages,1400 US Highway 441 N,Suite 540,The Villages,FL,32159,Chronic Myeloid Leukemia,CML 26
FCS North-Trinity,9320 State Road 54,NULL,Trinity,FL,34655,Chronic Myeloid Leukemia,CML 26
FCS South-Venice Healthpark,836 Sunset Lake Blvd.,Suite 101,Venice,FL,34292,Chronic Myeloid Leukemia,CML 26
FCS South-Venice Island,901 S. Tamiami Trail,,Venice,FL,34285,Chronic Myeloid Leukemia,CML 26
FCS East-Vero Beach,3730 7th Terrace,Suite 101,Vero Beach,FL,32960,Chronic Myeloid Leukemia,CML 26
FCS East-Wellington,1037 State Road 7,"Wellington Reserve Building, Suite 303",Wellington,FL,33414,Chronic Myeloid Leukemia,CML 26
FCS East-Good Sam Flagler and Research Admin Office (GSF),1309 N. Flagler Drive,,West Palm Beach,FL,33401,Chronic Myeloid Leukemia,CML 26
FCS North-Winter Park,460 N. Orlando Avenue,"Suite 200, Building D",Winter Park,FL,32789,Chronic Myeloid Leukemia,CML 26
TriStar BMT-TriStar BMT,2410 Patterson Street,Suite 500,Nashville,TN,37203,Chronic Myeloid Leukemia,CML 26
"Southern Cancer Center, PC",29653 Anchor Cross Blvd.,,Daphne,AL,36526,Gastrointestinal,23143
"Southern Cancer Center, PC","Providence Hospital, 6701 Airport Blvd.","Building B, Terrace Level",Mobile,AL,36608,Gastrointestinal,23143
"Southern Cancer Center, PC","3719 Dauphin Street, 5th Floor",Springhill Medical Center,Mobile,AL,36608,Gastrointestinal,23143
"Arizona Oncology Associates, PC - NAHOA",13555 W. McDowell Rd,,Goodyear,AZ,85395,Gastrointestinal,23143
HonorHealth,"2222 E. Highland Avenue, Suite 400",,Phoenix,AZ,85016,Gastrointestinal,23143
"Arizona Oncology Associates, PC - NAHOA",5430 Landmark Lane,,Prescott,AZ,86301,Gastrointestinal,23143
HonorHealth,"10290 N. 92nd Street, Suite 300",,Scottsdale,AZ,85258,Gastrointestinal,23143
HonorHealth,"7242 E. Osborn Rd., Ste. 340",,Scottsdale,AZ,85251,Gastrointestinal,23143
HonorHealth,7695 S. Research Drive,,Tempe,AZ,85284,Gastrointestinal,23143
"Arizona Oncology Associates, PC - HOPE","603 N. Wilmot Rd., Suite 151",,Tucson,AZ,85711,Gastrointestinal,23143
"Arizona Oncology Associates, PC - HOPE","1845 W. Orange Grove, Bldg. 2",,Tucson,AZ,85704,Gastrointestinal,23143
"Arizona Oncology Associates, PC - HOPE",1620 West St. Mary's Road,,Tucson,AZ,85745,Gastrointestinal,23143
"Arizona Oncology Associates, PC - HOPE","2070 W. Rudasill Rd., Building 3, Suite 130",,Tucson,AZ,85704,Gastrointestinal,23143
Sansum Clinic,540 West Pueblo Street,,Santa Barbara,CA,93105,Gastrointestinal,23143
Sansum Clinic,400 W. Pueblo Street,,Santa Barbara,CA,93105,Gastrointestinal,23143
Sansum Clinic,2040 Viborg Road Suite 140,,Solvang,CA,93463,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP",1700 South Potomac Street,,Aurora,CO,80012,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP",4715 Arapahoe Ave,,Boulder,CO,80303,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP","14000 E. Arapahoe Road, Suite 160",,Centennial,CO,80112,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP","2312 N. Nevada Avenue, Suite 400",,Colorado Springs,CO,80907,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP","6031 E. Woodmen Rd, Suite 200",,Colorado Springs,CO,80923,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP","4700 E. Hale Parkway, Suite 400",,Denver,CO,80220,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP","1800 Williams Street, Suite 200",,Denver,CO,80218,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP","701 E. Hampden Ave., Suite 300",,Englewood,CO,80113,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP","11750 West 2nd Place, Suite 160",,Lakewood,CO,80228,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP",22 West Dry Creek Circle,,Littleton,CO,80120,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP","10107 Ridge Gate Parkway, Suite 200",,Lone Tree,CO,80124,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP","1760 E. Ken Pratt Boulevard, Suite 302",UCHealth Medical Office Building,Longmont,CO,80504,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP","525 W. 15th St., Suite 200",,Pueblo,CO,81003,Gastrointestinal,23143
"Rocky Mountain Cancer Centers, LLP",8820 Huron Street ,,Thornton,CO,80260,Gastrointestinal,23143
"Medical Oncology Hematology Consultants, PA","4701 Ogletown Stanton Road, Suite 3400",,Newark,DE,19713,Gastrointestinal,23143
"Cancer Care Centers of Brevard, Inc.",2290 W. Eau Gallie Blvd.,,Melbourne,FL,32935,Gastrointestinal,23143
"Cancer Care Centers of Brevard, Inc.",20 San Filippo Dr SE,,Palm Bay,FL,32901,Gastrointestinal,23143
"Ocala Oncology Center, P.L. dba Florida Cancer Affiliates",2100 State Avenue,,Panama City,FL,32405,Gastrointestinal,23143
"Woodlands Medical Specialists, PA",4724 North Davis Highway,,Pensacola,FL,32503,Gastrointestinal,23143
Illinois Cancer Specialists,"880 W. Central Road, Suite 8200",,Arlington Heights,IL,60005,Gastrointestinal,23143
Illinois Cancer Specialists,"7447 W. Talcott, Suite 1",,Chicago,IL,60631,Gastrointestinal,23143
"Affiliated Oncologists, LLC",10604 Southwest Highway Ste 200,,Chicago Ridge,IL,60415,Gastrointestinal,23143
Illinois Cancer Specialists,8915 W. Golf Road,,Niles,IL,60714,Gastrointestinal,23143
"Affiliated Oncologists, LLC",12150 S Harlem Avenue,,Palos Heights,IL,60463,Gastrointestinal,23143
"Maryland Oncology Hematology, P.A.","810 Bestgate Road, Suite 400",,Annapolis,MD,21401,Gastrointestinal,23143
"Maryland Oncology Hematology, P.A.","6420 Rockledge Drive, Suite 4200",,Bethesda,MD,20817,Gastrointestinal,23143
"Maryland Oncology Hematology, P.A.","7704 Matapeake Business Drive, Suite 200",,Brandywine,MD,20613,Gastrointestinal,23143
"Maryland Oncology Hematology, P.A.","10710 Charter Drive, Suite G020",,Columbia,MD,21044,Gastrointestinal,23143
"Maryland Oncology Hematology, P.A.",20330 Seneca Meadows Pkwy,Suite B,Germantown,MD,20876,Gastrointestinal,23143
"Maryland Oncology Hematology, P.A.","8116 Good Luck Rd, Suite 100 ",,Lanham,MD,20706,Gastrointestinal,23143
"Maryland Oncology Hematology, P.A.","9905 Medical Center Drive, Suite 200",,Rockville,MD,20850,Gastrointestinal,23143
"Maryland Oncology Hematology, P.A.","11886 Healing Way, Ste. 701",,Silver Spring,MD,20904,Gastrointestinal,23143
"Minnesota Oncology Hematology, P.A.","675 East Nicollet Blvd., Suite 100",,Burnsville,MN,55337,Gastrointestinal,23143
"Minnesota Oncology Hematology, P.A.",11850 Blackfoot Street NW Suite 100,,Coon Rapids,MN,55433,Gastrointestinal,23143
"Minnesota Oncology Hematology, P.A.","6545 France Avenue South, Ste. 210",,Edina,MN,55435,Gastrointestinal,23143
"Minnesota Oncology Hematology, P.A.","480 Osborne Road NE, Suite 220",,Fridley,MN,55432,Gastrointestinal,23143
"Minnesota Oncology Hematology, P.A.",10150 Niagara Lane N. Suite 100,,Maple Grove,MN,55369,Gastrointestinal,23143
"Minnesota Oncology Hematology, P.A.",1580 Beam Avenue,,Maplewood,MN,55109,Gastrointestinal,23143
"Minnesota Oncology Hematology, P.A.","910 East 26th Street, Suites 100 and 200",,Minneapolis,MN,55404,Gastrointestinal,23143
"Minnesota Oncology Hematology, P.A.","2805 Campus Dr., Suite 105",,Plymouth,MN,55441,Gastrointestinal,23143
"Minnesota Oncology Hematology, P.A.","310 North Smith Ave, Suite 100",,St. Paul,MN,55102,Gastrointestinal,23143
"Minnesota Oncology Hematology, P.A.","6025 Lake Road, Suite 110",,Woodbury,MN,55125,Gastrointestinal,23143
Comprehensive Cancer Centers of Nevada,2460 W Horizon Ridge Pkwy,,Henderson,NV,89052,Gastrointestinal,23143
Comprehensive Cancer Centers of Nevada,"10001 S. Eastern Ave, Suite 108",,Henderson,NV,89052,Gastrointestinal,23143
Comprehensive Cancer Centers of Nevada,"1505 Wigwam Pkwy., Suite 130 ",,Henderson,NV,89074,Gastrointestinal,23143
Comprehensive Cancer Centers of Nevada,3920 S. Eastern Ave. Suite 202,,Las Vegas,NV,89119,Gastrointestinal,23143
Comprehensive Cancer Centers of Nevada,"653 N. Town Center Drive, Suite 402",,Las Vegas,NV,89144,Gastrointestinal,23143
Comprehensive Cancer Centers of Nevada,7445 Peak Dr. ,,Las Vegas ,NV,89128,Gastrointestinal,23143
Comprehensive Cancer Centers of Nevada,"9280 W. Sunset Road, Suite 100",,Las Vegas,NV,89148,Gastrointestinal,23143
Comprehensive Cancer Centers of Nevada,3730 S. Eastern Avenue,,Las Vegas,NV,89169,Gastrointestinal,23143
"New York Oncology Hematology, P.C.","400 Patroon Creek Blvd., Suite 1",,Albany,NY,12206,Gastrointestinal,23143
"New York Oncology Hematology, P.C.","43 New Scotland Avenue, MC 7",,Albany,NY,12208,Gastrointestinal,23143
"New York Oncology Hematology, P.C.","3 Crossing Boulevard, Suite 1",,Clifton Park,NY,12065,Gastrointestinal,23143
"Oncology_Hematology Care Clinical Trials, LLC",601 Ivy Gateway Suite 1100,  ,Cincinnati,OH,45245,Gastrointestinal,23143
"Oncology_Hematology Care Clinical Trials, LLC",4350 Malsbary Road,,Cincinnati,OH,45242,Gastrointestinal,23143
"Oncology_Hematology Care Clinical Trials, LLC",4777 E. Galbraith Road Ste 320,,Cincinnati,OH,45236,Gastrointestinal,23143
"Oncology_Hematology Care Clinical Trials, LLC","3301 Mercy Health Blvd., Suite 100",,Cincinnati,OH,45211,Gastrointestinal,23143
"Oncology_Hematology Care Clinical Trials, LLC","3050 Mack Road, Suite 300",,Fairfield,OH,45014,Gastrointestinal,23143
"Oncology Associates of Oregon, P.C.",444 NW Elks Dr.,The Corvallis Clinic Aumann Building,Corvallis,OR,97330,Gastrointestinal,23143
"Oncology Associates of Oregon, P.C.",520 Country Club Rd,,Eugene,OR,97401,Gastrointestinal,23143
"Northwest Cancer Specialists, P.C.",265 N. Broadway ,,Portland ,OR,97227,Gastrointestinal,23143
"Northwest Cancer Specialists, P.C.","5050 NE Hoyt Street, Suite 256",,Portland,OR,97213,Gastrointestinal,23143
"Northwest Cancer Specialists, P.C.",12123 SW 69th Ave,,Tigard,OR,97223,Gastrointestinal,23143
"Alliance Cancer Specialists, PC","1311 Bristol Pike, Suite 100",,Bensalem Township,PA,19020,Gastrointestinal,23143
"Consultants In Medical Oncology and Hematology, P.C.","30 Lawrence Road, Suite 201",,Broomall,PA,19008,Gastrointestinal,23143
"Alliance Cancer Specialists, PC","201 Gibraltar Road, Suite 120",,Horsham,PA,19044,Gastrointestinal,23143
"Alliance Cancer Specialists, PC ","1203 Langhorne Newtown Road, Suite 135",,Langhorne,PA,19047,Gastrointestinal,23143
"Alliance Cancer Specialists, PC","1078 West Baltimore Pike, Suite 1",,Media,PA,19063,Gastrointestinal,23143
"Alliance Cancer Specialists, PC",9910 E. Roosevelt Blvd.,,Philadelphia,PA,19115,Gastrointestinal,23143
"Alliance Cancer Specialists, PC","915 Lawn Avenue, Suite 202",,Sellersville,PA,18960,Gastrointestinal,23143
"Alliance Cancer Specialists, PC",100 East Lancaster Ave.,,Wynnewood,PA,19096,Gastrointestinal,23143
Prisma Health - Upstate,2400 Boiling Springs Rd,,Boiling Springs,SC,29316,Gastrointestinal,23143
Prisma Health - Upstate,200 Fleetwood Drive,,Easley,SC,29640,Gastrointestinal,23143
Prisma Health - Upstate,"3 Butternut Drive, Suite 3B",,Greenville,SC,29605,Gastrointestinal,23143
Prisma Health - Upstate,65 International Dr.,,Greenville,SC,29615,Gastrointestinal,23143
Prisma Health - Upstate,900 West Faris Road,,Greenville,SC,29605,Gastrointestinal,23143
Prisma Health - Upstate,"340 Medical Parkway, Suite 100",,Greer,SC,29650,Gastrointestinal,23143
Prisma Health - Upstate,131 Lila Doyle Dr.,,Seneca ,SC,29672,Gastrointestinal,23143
Texas Oncology - West Texas,1957 Antilley Rd.,,Abilene,TX,79606,Gastrointestinal,23143
Texas Oncology - Northeast Texas,"1105 Central Expressway, Suite 320",,Allen,TX,75013,Gastrointestinal,23143
Texas Oncology - West Texas,1826 Point West Pkwy,,Amarillo,TX,79124,Gastrointestinal,23143
Texas Oncology - DFW,"906 W. Randol Mill Rd, Suites 120 and 200",,Arlington,TX,76012,Gastrointestinal,23143
Texas Oncology - DFW,515 W. Mayfield Rd. Suite 101,,Arlington,TX,76014,Gastrointestinal,23143
Texas Oncology - Central South,"901 West 38th Street, Suite 200",,Austin ,TX,78705,Gastrointestinal,23143
Texas Oncology - Central South,6204 Balcones Dr.,,Austin,TX,78731,Gastrointestinal,23143
Texas Oncology - Central South,"4101 James Casey, Suite 100",,Austin,TX,78745,Gastrointestinal,23143
Texas Oncology - Gulf Coast,3010 Harrison Avenue,,Beaumont,TX,77702,Gastrointestinal,23143
Texas Oncology - DFW,1609 Hospital Parkway,,Bedford,TX,76022,Gastrointestinal,23143
Texas Oncology - DFW,7777 Forest Ln. Bldg. D400/Bldg. C850,,Dallas,TX,75230,Gastrointestinal,23143
Texas Oncology - DFW,"3410 Worth Street, Suites 300 and 400",,Dallas,TX,75246,Gastrointestinal,23143
Texas Oncology - DFW,"8196 Walnut Hill Lane, Suite 100",,Dallas,TX,75231,Gastrointestinal,23143
Texas Oncology - DFW,1441 N Beckley Avenue #101-102,,Dallas,TX,75203,Gastrointestinal,23143
Texas Oncology - DFW,3555 W Wheatland Rd,,Dallas,TX,75237,Gastrointestinal,23143
Texas Oncology - Northeast Texas,"5125 Texoma Medical Center Drive, Suite 100",,Denison,TX,75020,Gastrointestinal,23143
Texas Oncology - Northeast Texas,2600 Scripture Street ,,Denton,TX,76201,Gastrointestinal,23143
Texas Oncology - West Texas,"3270 Joe Battle Dr., Suite 312",,El Paso,TX,79938,Gastrointestinal,23143
Texas Oncology - West Texas,7848 Gateway East,,El Paso,TX,79915,Gastrointestinal,23143
Texas Oncology - Northeast Texas,"4370 Medical Arts Dr., Suite 100",,Flower Mound,TX,75028,Gastrointestinal,23143
Texas Oncology - DFW,500 South Henderson Street ,,Fort Worth,TX,76104,Gastrointestinal,23143
Texas Oncology - San Antonio,"506 W. Windcrest Street, Ste. 300",,Fredericksburg,TX,78624,Gastrointestinal,23143
Texas Oncology - DFW,"1631 Lancaster Drive, Suite 150",,Grapevine,TX,76051,Gastrointestinal,23143
Texas Oncology - Central South,"2121 Pease, Suite 101",,Harlingen,TX,78550,Gastrointestinal,23143
Texas Oncology - Gulf Coast,"925 Gessner, Suite 550",,Houston,TX,77024,Gastrointestinal,23143
Texas Oncology - Northeast Texas,"1921 State Highway 121, Suite 200",,Lewisville,TX,75056,Gastrointestinal,23143
Texas Oncology - Northeast Texas,1300/1400 North 4th St.,,Longview,TX,75601,Gastrointestinal,23143
Texas Oncology - Central South,1901 South 2nd St.,,McAllen,TX,78503,Gastrointestinal,23143
Texas Oncology - Northeast Texas,"5236 W. University Drive, Suite 1000",,McKinney,TX,75071,Gastrointestinal,23143
Texas Oncology - West Texas,"400 Rosalind Redfern Grover Parkway, Suite 100",,Midland,TX,79701,Gastrointestinal,23143
Texas Oncology - San Antonio,1448 East Common Street,,New Braunfels,TX,78130,Gastrointestinal,23143
Texas Oncology - West Texas,500 W. 3rd St.,,Odessa,TX,79761,Gastrointestinal,23143
Texas Oncology - Northeast Texas,3415 South Loop 256,,Palestine,TX,75801,Gastrointestinal,23143
Texas Oncology - Northeast Texas,3550 N.E. Loop 286,,Paris,TX,75460,Gastrointestinal,23143
Texas Oncology - DFW,3705 W. 15th Street,,Plano,TX,75075,Gastrointestinal,23143
Texas Oncology - DFW,4708 Alliance Blvd.,,Plano,TX,75093,Gastrointestinal,23143
Texas Oncology - Central South,"2410 Round Rock Avenue, Suite 150",,Round Rock,TX,78681,Gastrointestinal,23143
Texas Oncology - San Antonio,"18707 Hardy Oak Boulevard, Ste. 320",,San Antonio,TX,78258,Gastrointestinal,23143
Texas Oncology - San Antonio,"2130 N. E. Loop 410, Suite 100",,San Antonio,TX,78217,Gastrointestinal,23143
Texas Oncology - San Antonio,5206 Research Drive,,San Antonio,TX,78240,Gastrointestinal,23143
Texas Oncology - Gulf Coast,1350 First Colony Blvd.,,Sugar Land,TX,77479,Gastrointestinal,23143
